corpus_index,feed_id,provider,country,url,download_status,zip_bytes,sha256,analyzer_state,analyzer_exit,analyzer_notices,analyzer_wall_s,analyzer_rss_kb,md_state,md_exit,md_notices,md_groups,md_wall_s,md_rss_kb,md_validation_s
3859,tld-2276,University of Georgia,US,https://files.mobilitydatabase.org/tld-2276/latest.zip,ok,173796,b473b60f804f34e39afaee3d3736b72fd3b50dbfc0f93af9138f968ae4e5486d,completed,1,474,0.03,11580,completed,0,59,5,1.91,322744,0.471545952
3860,tld-2289,Pierce County Ferries,US,https://files.mobilitydatabase.org/tld-2289/latest.zip,ok,13053,aac75ac8d18e663e0e63e30f9141947ad9d1f9a1b9103b537ec1b7cf88de892a,completed,1,145,0.0,8128,completed,0,234,7,2.44,334712,0.387172241
3861,tld-2290,Seattle Center Monorail,US,https://files.mobilitydatabase.org/tld-2290/latest.zip,ok,30187,f8c0c0baf5d11d088c0205b811cec787dacf5df31cf0baa51e69338493e4f1af,completed,1,81,0.01,12784,completed,0,9,3,1.91,319576,0.391646549
3862,tld-235,Metropolitan Tulsa Transit Authority,US,https://files.mobilitydatabase.org/tld-235/latest.zip,ok,903432,c24c4a847a06e5995dfad13f4a20da997bc62c57026aad5288cedb45475de915,completed,1,16410,0.28,70836,completed,0,8829,5,4.75,572316,1.461349293
3863,tld-279,Lehigh and Northampton Transportation Authority,US,https://files.mobilitydatabase.org/tld-279/latest.zip,ok,3223996,bff114a4e7b27bb0ce34deb73f48a40abfcd5030af1b9e630f2545e54f14ca46,completed,1,113626,1.53,420296,completed,0,77573,9,9.31,1316512,3.073157518
3864,tld-288_1,Charm City Circulator,US,https://files.mobilitydatabase.org/tld-288_1/latest.zip,ok,184399,4719cd0eedb5867cf81fc5caca67289dcc381b6e95af78f17dfe2d4b102c43d1,completed,1,550,0.05,13784,completed,0,40,9,2.61,354012,0.816477157
3865,tld-294,Yakima Transit,US,https://files.mobilitydatabase.org/tld-294/latest.zip,ok,109584,2593998965275fb2ab369e84de87d02c26eaaa68e8d31159687d6e6286e79a75,completed,1,2333,0.05,19352,completed,0,2116,13,3.05,338952,0.882548036
3866,tld-319,Autoridad de Transporte Integrado,US,https://files.mobilitydatabase.org/tld-319/latest.zip,ok,1298148,24fbc1b6c830aa15ef0ce268921778968542f264e41e71ab1b0253a28d722c01,completed,1,942,0.2,34512,completed,0,147,7,3.88,433212,1.768691249
3867,tld-3363,"Dopravný podnik Bratislava, a.s.",SK,https://files.mobilitydatabase.org/tld-3363/latest.zip,ok,4957487,5f1e79d0b812cdcc34137749ce0f9fc47ceed25fba1afe4af6b15ca7d1219be3,completed,1,2564,0.75,174536,completed,0,690738,7,6.37,2242384,3.667701073
3868,tld-3364,Roosevelt Island Operating Corporation Tramway,US,https://files.mobilitydatabase.org/tld-3364/latest.zip,ok,104354,7c892c5cb82bf11de6194b0502db6137c857c8fc543d5ae2ac39ece9cb6cf0e4,completed,1,226,0.04,12556,completed,0,2,1,2.37,319968,0.638932994
3869,tld-3368,Transport of Rockland,US,https://files.mobilitydatabase.org/tld-3368/latest.zip,ok,631081,d514ff19146917ab10883310c1483baffc9404672e1d3182883ab57a63da5899,completed,1,1166,0.08,16056,completed,0,789,9,2.68,403344,0.76687648
3870,tld-3390,Jefferson Parish Transit,US,https://files.mobilitydatabase.org/tld-3390/latest.zip,ok,1257256,a640910a4308868dcab7f59a90097090bc79342ea2be7d1d6e58fe357bc5ba76,completed,1,319,0.2,26268,completed,0,19,11,3.71,392608,1.758875509
3871,tld-351,Sarasota County Area Transit,US,https://files.mobilitydatabase.org/tld-351/latest.zip,ok,1518420,74b73a1b3b0064d1f892a3ddb92b52a9783c3028289e23f3a3f89183f030a7e7,completed,1,3166,0.15,38108,completed,0,2908,9,2.57,489340,1.089212492
3872,tld-351_1,Breeze Transit,US,https://files.mobilitydatabase.org/tld-351_1/latest.zip,ok,17587,e807c0b18d9de752a8a0d75044209fb0663e1b4df07998b071326e1fcbf3b549,completed,1,117,0.0,8128,completed,0,74,4,1.69,322720,0.252741372
3873,tld-366,Centre County Transit Authority,US,https://files.mobilitydatabase.org/tld-366/latest.zip,ok,465250,a5dfce1d3e42d82a2e24277e4facae6fe42f762a3f50e4d3c027ffd4bba88b34,completed,1,7455,0.13,37596,completed,0,4618,10,3.67,435192,1.027500968
3874,tld-395,Wichita Transit,US,https://files.mobilitydatabase.org/tld-395/latest.zip,ok,1235884,f7a5b7e559019912d0b0aafaeadc27f8657bd653aabcb5a7973e7977af9bdfc9,completed,1,1406,0.3,52908,completed,0,5500,12,4.36,794252,2.172321203
3875,tld-401,Niagara Frontier Transportation Authority,US,https://files.mobilitydatabase.org/tld-401/latest.zip,ok,2981832,554249af3c4b9e167f3747ae2b6a23e883d16d0daafe625c2d0c3eb9b974e2f9,completed,1,3778,0.5,72932,completed,0,455,4,4.9,658244,2.941653886
3876,tld-4056,"Strætó BS, Reykjanesbær, Akureyri",IS,https://files.mobilitydatabase.org/tld-4056/latest.zip,ok,12863513,ac7e25d09c09c9cbc2a6e4f8d7b93f45957086f0c3fe708f6162a071f854d623,completed,1,6133,1.54,168884,completed,0,1264,14,6.99,1032392,5.000519002
3877,tld-408,Guelph Transit,CA,https://files.mobilitydatabase.org/tld-408/latest.zip,ok,802475,f57cc654275f680437da931a9a473c52579dfc80b8fa2c6735f68c6207f1ddd0,completed,1,886,0.14,27548,completed,0,374,13,2.77,518064,1.143151408
3878,tld-4129,Gary Public Transportation Corporation,US,https://files.mobilitydatabase.org/tld-4129/latest.zip,ok,189447,84ea2763c3e9ee77fa364ba64abced1720e774a18a800df8b1e49378d91808b9,completed,1,480,0.03,11700,completed,0,120,14,2.48,324088,0.64945072
3879,tld-4130,Mountain Mobility,US,https://files.mobilitydatabase.org/tld-4130/latest.zip,ok,6905,fa8509cc59b60d50f923fecb07a2c5d73331453d4aebe95dc3c007b272e51da4,completed,1,164,0.0,7956,completed,0,476,5,1.77,325336,0.20757176
3880,tld-4131,Clarksville Transit,US,https://files.mobilitydatabase.org/tld-4131/latest.zip,ok,477221,ca982b2b20006119d8151a972d1b9f7a9ddabd240b9c3011ec60a0c66ae22da3,completed,1,6496,0.13,36228,completed,0,3396,9,3.91,422200,1.246361631
3881,tld-4134,Freedom Transit,US,https://files.mobilitydatabase.org/tld-4134/latest.zip,ok,510558,50e270437074c230dec9f52e8e9fdd9d8792e08d1d1d4e632e0e58f9fdc7e064,completed,1,70,0.06,13348,completed,0,3,2,2.57,321632,0.735109009
3882,tld-4135,High Point Transit,US,https://files.mobilitydatabase.org/tld-4135/latest.zip,ok,170549,1e1996070d69528303941279ff1435dd96d2e4a942e39bf9f190ab99afa06be9,completed,1,1488,0.05,15872,completed,0,1006,10,2.93,316512,0.720277398
3883,tld-4136,Madison County Transit,US,https://files.mobilitydatabase.org/tld-4136/latest.zip,ok,4435660,3a9fa6df6affc43c2d6adbef117683c1460510a2daf001202ba677fb7da6f1c4,completed,1,6889,0.63,90784,completed,0,2174,13,4.12,787756,2.422260829
3884,tld-4144,Jaunt,US,https://files.mobilitydatabase.org/tld-4144/latest.zip,ok,135727,0e7d4c78ddef5f3861eaccebbb368bb1390e96b0a86a6b62b33f3fc1f6c70ca4,completed,1,196,0.02,9416,completed,0,54,7,2.13,322256,0.418226488
3885,tld-4145,Danville Transit,US,https://files.mobilitydatabase.org/tld-4145/latest.zip,ok,391487,cab9c7e9c9ab7fa4fbbc898d7e9699a3d5bf85d1a2a4a010c15e23e3ff7515b7,completed,1,494,0.08,16740,completed,0,3,1,2.82,369660,0.95408312
3886,tld-4210,Columbia County Rider,US,https://files.mobilitydatabase.org/tld-4210/latest.zip,ok,191114,57cb824606bc8d31805c57aaa623f8020a95ff810c116537c9db29f2181760d2,completed,1,96,0.01,8328,completed,0,45,4,2.34,327152,0.386657389
3887,tld-4211,Sunset Empire Transportation District,US,https://files.mobilitydatabase.org/tld-4211/latest.zip,ok,350369,cad27b37939383f1448bf83e9a449814502d77c24a1800fb1e2267ef6557c85c,completed,1,175,0.03,11068,completed,0,62,4,2.52,313996,0.588187095
3888,tld-4257,AUTNA SL,PT,https://files.mobilitydatabase.org/tld-4257/latest.zip,ok,59437,cd1b60e50ef754255967aecddc23df2ac690590e0b6630fe2b5972b9b98a3324,completed,1,63,0.01,8432,completed,0,4,1,2.11,326868,0.358214026
3889,tld-4260,Tulare County Regional Transit Agency,US,https://files.mobilitydatabase.org/tld-4260/latest.zip,ok,941821,2dae4831deb1f7d554c670c3fa65184379e32e2f9c36ac343e2e14a1f6fd3110,completed,1,855,0.15,24324,completed,0,604,9,3.41,439868,1.403351562
3890,tld-4273,Flint Hills Area Transportation Agency,US,https://files.mobilitydatabase.org/tld-4273/latest.zip,ok,57241,f63e6b7bf60065fbe60ff6c8e7e776ee5928ecd669d6703c0c1eed7329f6b6c5,completed,1,94,0.01,9128,completed,0,18,3,2.33,337708,0.508186451
3891,tld-4298,Capital Area Transit,US,https://files.mobilitydatabase.org/tld-4298/latest.zip,ok,1516918,d22018b10977db1d37e6da416e94e3bcf06a53685dfb4a1a83a4216605919230,completed,1,30485,0.49,133116,completed,0,26275,5,5.7,620820,1.835072568
3892,tld-4310,İzdeniz,SA,https://files.mobilitydatabase.org/tld-4310/latest.zip,ok,32658,32603c71bc0510386657b6705a4e40803ac99f4cbd6110a60b2756e6b7df73ce,completed,1,165,0.0,7748,completed,0,8,4,1.82,276056,0.119490947
3893,tld-4315,Vamus Transportes do Algarve,PT,https://files.mobilitydatabase.org/tld-4315/latest.zip,ok,2628050,b570e760187a84f3485b35a1cb9c2ba958d25d92257d822b3179b4ece21b2ccb,completed,1,672,0.31,56592,completed,0,176,4,2.74,778532,1.418044478
3894,tld-4316,A Onda - Mobilidade Urbana,PT,https://files.mobilitydatabase.org/tld-4316/latest.zip,ok,506620,8f922688cc6527584c752dd9328e4df96ca75bee3315415a48a46f9723825f9c,completed,1,311,0.11,18636,completed,0,168,3,2.93,456864,1.14237564
3895,tld-4317,Vai e Vem - Circuito Urbano,PT,https://files.mobilitydatabase.org/tld-4317/latest.zip,ok,578135,15f4d078df9764ec5d5e87dd86786fbe931986d10683e6146e4bb3209ffc1538,completed,1,271,0.11,19628,completed,0,44,4,2.96,320088,1.12168211
3896,tld-4318,Apanha-me! - Transportes Urbanos,PT,https://files.mobilitydatabase.org/tld-4318/latest.zip,ok,96828,212adb25699c866b3bb5e2c5de74ad215fc07ae95c3c0657a9154b9a829d89c0,completed,1,109,0.02,9968,completed,0,25,4,2.46,324164,0.618855532
3897,tld-4319,Circuito Olhão,PT,https://files.mobilitydatabase.org/tld-4319/latest.zip,ok,50554,b8fcad26a379488e91d428c510f6b4d3f0d9c330fc61c4b8c5eb5e445d59d9a3,completed,1,82,0.01,9064,completed,0,2,1,2.27,316080,0.473852483
3898,tld-4320,GIRO - Transportes Urbanos,PT,https://files.mobilitydatabase.org/tld-4320/latest.zip,ok,290499,39d525d2129d80753fce48c14bf35ff35b988b7810a13a5917e288bdc6918fe9,completed,1,497,0.06,14452,completed,0,37,5,2.9,332728,0.965445623
3899,tld-4321,Próximo - Transportes Urbanos de Faro,PT,https://files.mobilitydatabase.org/tld-4321/latest.zip,ok,225646,d3e023a5d4c9f8d639b9c87cfa207f80546eb4bbf2e22633fd9ce0c292fa3da7,completed,1,447,0.05,13220,completed,0,26,5,2.23,335396,0.631184436
3900,tld-4322,Sobe e Desce - Transportes Urbanos de Tavira,PT,https://files.mobilitydatabase.org/tld-4322/latest.zip,ok,75366,93b17b5c50f9db72f89128bb098a5324e9a7ab57d5ec303aa729bb666eeeb2bf,completed,1,100,0.01,8932,completed,0,18,4,1.74,336252,0.351389698
3901,tld-4324,Empresa Municipal de Transports Urbans de Palma de Mallorca,ES,https://files.mobilitydatabase.org/tld-4324/latest.zip,ok,482846,8dd201ad5ee4e89ddb93d47291328d45575c8beb4a3f96f81b25ddb60e805659,completed,1,2103,0.11,23668,completed,0,1474,13,3.07,329568,0.890277837
3902,tld-4327,LAX Flyaway,US,https://files.mobilitydatabase.org/tld-4327/latest.zip,ok,82644,7395090c1206c19abe3b42dd231ebca9f3e713356bc411d0d865fb4aa9c20a3b,completed,1,280,0.01,9496,completed,0,17,6,2.0,320548,0.404862678
3903,tld-4379,Fullington Trailways,US,https://files.mobilitydatabase.org/tld-4379/latest.zip,ok,1872283,9cbc8b81e63cb79b41fc988eb95a7ce581da7b427d0e62955670aae59aacb678,completed,1,437,0.21,26848,completed,0,2714,16,3.55,484896,1.280917837
3904,tld-4380,Monsey Trails,US,https://files.mobilitydatabase.org/tld-4380/latest.zip,ok,824493,88ec3c724076af4ac1282647bc46b065eb2c3897bf15b880b6042da168dcc48f,completed,1,477,0.08,15156,completed,0,591,12,2.8,347984,0.80066347
3905,tld-4385,Housatonic Area Regional Transit,US,https://files.mobilitydatabase.org/tld-4385/latest.zip,ok,1026397,1161f1277fb50cc749bab679012ddbb3000f15ac8ce9ff875906f01410088b8f,completed,1,1132,0.2,29864,completed,0,524,6,3.57,434932,1.48779737
3906,tld-4436,Connecticut Department of Transportation (ConnDOT),US,https://files.mobilitydatabase.org/tld-4436/latest.zip,ok,2584347,c4df0f6e317c2a0aa55e3c0b6f7cfd6d83e5f49b0d5e55cad904ac6d19476c4f,completed,1,104,0.18,34176,completed,0,5,2,2.15,490372,0.79229562
3907,tld-4454,Chapman University,US,https://files.mobilitydatabase.org/tld-4454/latest.zip,ok,2180,8e9f70df23f914519f46d6ff4c25ef692c92fe7c451b16bf9897a7a586a90ed3,completed,1,91,0.0,7388,completed,0,6,2,2.07,292240,0.19735914
3908,tld-4456,Columbia University,US,https://files.mobilitydatabase.org/tld-4456/latest.zip,ok,1233,e5fd541f077c2955b73587889037e671bd11ad417364256fd8fa7b4aa0e6fe72,completed,1,22,0.0,7032,completed,0,10,3,1.45,298296,0.119132029
3909,tld-4458,Emory Hospital Midtown,US,https://files.mobilitydatabase.org/tld-4458/latest.zip,ok,1233,9df609103feecd818bd3955c6df55784c7582bb518c2d0b5eb213a01f7219020,completed,1,22,0.0,6716,completed,0,10,3,1.9,289904,0.164940292
3910,tld-4459,Eastern Panhandle Transit Authority,US,https://files.mobilitydatabase.org/tld-4459/latest.zip,ok,180225,2ef5ccc7bf0b54bcc45adcfd791ad6fafbd47f9d3c16f6fd911d5494e90edd3b,completed,1,205,0.03,10752,completed,0,3,2,2.39,330104,0.59972885
3911,tld-4461,Fresno State University,US,https://files.mobilitydatabase.org/tld-4461/latest.zip,ok,1233,3936f9836929cbd2d318b04cde69924e2ff4cc191ecddf6a09ea4dc8fc981519,completed,1,23,0.0,6732,completed,0,10,3,2.12,294484,0.163547055
3912,tld-4462,Harvard University,US,https://files.mobilitydatabase.org/tld-4462/latest.zip,ok,47219,1b1d41be2bd363629429586c96bb1d39f6a54a5a8da147bc88a54c20b2505808,completed,1,127,0.01,8640,completed,0,20,8,2.2,313432,0.434976801
3913,tld-4465,Mercy College,US,https://files.mobilitydatabase.org/tld-4465/latest.zip,ok,56598,a6bfbe4595d5bf849312526628aa1c8bfb3d410eca1d24d70f45acf21f6bbf07,completed,1,86,0.01,8204,completed,0,6,4,2.16,314936,0.375187938
3914,tld-4466,Miller Transportation,US,https://files.mobilitydatabase.org/tld-4466/latest.zip,ok,1233,43c77bf856efd4f83295d01bb9e3a6c23d7ab800f8f643a93ee6495757b2dcd4,completed,1,22,0.0,6956,completed,0,10,3,1.54,300424,0.115665649
3915,tld-4469,North Fork Area Transit,US,https://files.mobilitydatabase.org/tld-4469/latest.zip,ok,30784,e1d2410411b71eda8ea6b0cc54db0c2b01e9f4f60c3e13c94ce8a44ce29b1aa1,completed,1,168,0.01,8436,completed,0,29,4,2.42,315688,0.44186473
3916,tld-4470,Ozark Regional Transit,US,https://files.mobilitydatabase.org/tld-4470/latest.zip,ok,133970,a130e88b61b7200b2b4678d820e2a4df98263c43b5f2c6d2cb2815c3e84a1372,completed,1,991,0.03,13184,completed,0,491,7,2.56,335748,0.648906201
3917,tld-4472,University of Chicago,US,https://files.mobilitydatabase.org/tld-4472/latest.zip,ok,79129,75ec88251608482071475060fd8a68a63636c5d06fb1be7e8b663b0a2f808e75,completed,1,605,0.02,10816,completed,0,10,5,2.29,317132,0.534190688
3918,tld-4473,University of Connecticut (UCONN / WRTD),US,https://files.mobilitydatabase.org/tld-4473/latest.zip,ok,440460,407e4e663ab26f8ab181835120adb51b96b7e1973e3e6cd96572cb2ce076b1c6,completed,1,448,0.07,15144,completed,0,87,8,2.73,331648,0.87338586
3919,tld-4477,"Lietuvos transporto saugos administracija, Lazdijų r. sav., Utenos r. sav., Šalčininkų rajono savivaldybės administracija, Širvintų r. sav., Šiaulių r. sav., Jurbarko r. sav., Alytaus r. sav., Vilniaus r. sav., Ignalinos r. sav., Neringos sav., Akcinė bendrovė ""SMILTYNĖS PERKĖLA"", UAB ""Joniškio autobusų parkas"", Rokiškio r. sav., Uždaroji akcinė bendrovė ""UKMERGĖS AUTOBUSŲ PARKAS"", Anykščių r. sav., Kaišiadorių r. sav., Kauno m. sav., Marijampolės savivaldybės administracija, Mažeikių r. sav., Molėtų r. sav., Pakruojo r. sav., Biržų r. sav., Jonavos r. sav., Klaipėdos r. sav., Kretingos r. sav., Kupiškio r. sav., Šiaulių m. sav., Šilutės r. sav., Kelmės r. sav., Plungės r. sav., Švenčionių r. sav., Ukmergės r. sav., Varėnos r. sav., Zarasų r. sav., Vilniaus m. sav., Akmenės r. sav., Alytaus m. sav., Pasvalio r. sav., Uždaroji akcinė bendrovė Kuršėnų autobusų parkas, UŽDAROJI AKCINĖ BENDROVĖ ""EMTRA"", Uždaroji akcinė bendrovė Širvintų autobusų parkas",LT,https://files.mobilitydatabase.org/tld-4477/latest.zip,ok,67309978,460974d87e8c1f8cb951ceae95d75e743d117593ec1b629ce8407dfbe7a635ae,completed,1,80256,13.24,2440024,completed,0,46751,23,45.22,10738992,42.37514857
3920,tld-4506,Martin County Public Transit,US,https://files.mobilitydatabase.org/tld-4506/latest.zip,ok,71720,98f266a68f9c29d1b2b9a085869abb41bd1b65c4dcdd863022ba3973449257c4,completed,1,255,0.01,9024,completed,0,174,2,2.38,324312,0.447832221
3921,tld-4534,Ashbourne Connect,IE,https://files.mobilitydatabase.org/tld-4534/latest.zip,ok,76778,cc2576a5f55136e7b37cee2b93ec61c5d3c9ecf8db208f20e3d893055890af9d,completed,1,173,0.01,8712,completed,0,83,7,2.15,334920,0.390046323
3922,tld-4535,Corduff Travel,IE,https://files.mobilitydatabase.org/tld-4535/latest.zip,ok,122147,d71a7e096eb1265393e7f308d6450377ff85642bae8b23b929fe59bb3dfd4cf6,completed,1,171,0.01,8968,completed,0,10,5,2.25,318320,0.429860605
3923,tld-4548,River Valley Transit,US,https://files.mobilitydatabase.org/tld-4548/latest.zip,ok,1166651,b92838bf31db6120b4110678373eefe3778c28166c1df7d1f945a2fe328997e2,completed,1,38154,0.52,158488,completed,0,30649,7,6.14,949628,1.811828176
3924,tld-4551,Area Transit Authority,US,https://files.mobilitydatabase.org/tld-4551/latest.zip,ok,778827,b2b1803b928655d4f761aea63a1838e90ecfefd4b6086d796c4a7fdffbf01cf5,completed,1,656,0.14,22176,completed,0,168,3,3.07,410936,1.25317099
3925,tld-4553,County of Lackawanna Transit System,US,https://files.mobilitydatabase.org/tld-4553/latest.zip,ok,1174008,b84b0abc9b912ebba2bc67863132ed5400e4e61e0c7ee30e064e8e4a3d37a029,completed,1,11626,0.24,59012,completed,0,7240,7,4.21,568980,1.45254735
3926,tld-4555,Luzerne County Transportation Authority,US,https://files.mobilitydatabase.org/tld-4555/latest.zip,ok,405067,d1a544f5564b09bb6b49ccc3867123748e470c49df58f6a6af573fd327d54daa,completed,1,5531,0.1,32004,completed,0,3421,6,3.44,417148,0.939933386
3927,tld-461,SunLine Transit Agency,US,https://files.mobilitydatabase.org/tld-461/latest.zip,ok,716292,eef11ce469781d9c733f9b7a8cde409fac3af9132b85062318e84a3eeae02726,completed,1,258,0.15,23468,completed,0,266,9,2.9,436072,1.211570996
3928,tld-4659,Butler Transit Authority,US,https://files.mobilitydatabase.org/tld-4659/latest.zip,ok,305165,015c256f243909430ce9ef9cb7995923013f2c31777b02af3983659b22fe3543,completed,1,308,0.04,11496,completed,0,24,3,2.39,328304,0.67698002
3929,tld-4661,Indiana County Transit Authority,US,https://files.mobilitydatabase.org/tld-4661/latest.zip,ok,453238,9bf5635c3bfefcdab81e70d91c76e58317444391486de79d7d9ee2c48361a318,completed,1,452,0.06,16596,completed,0,2,2,2.06,376764,0.645322471
3930,tld-4663,Shenango Valley Shuttle Service,US,https://files.mobilitydatabase.org/tld-4663/latest.zip,ok,129579,66e76e2c6204706a5482f49232433d21eb117907566bf8f96d99c8ca3b1a23da,completed,1,145,0.02,9884,completed,0,1,1,2.17,315072,0.507676751
3931,tld-4665,Hazleton Public Transit,US,https://files.mobilitydatabase.org/tld-4665/latest.zip,ok,219065,123125c8c005a200058e9fc0be39757c77010bf8beae89b215a20c266c32c5f9,completed,1,75,0.03,10420,completed,0,1,1,2.32,332384,0.622644046
3932,tld-4667,Cerritos On Wheels,US,https://files.mobilitydatabase.org/tld-4667/latest.zip,ok,21933,90b8cb66e9a0e669c7063264a0d82fc7c493ee0be4a2fd17eb734f03efadb729,completed,1,60,0.0,7844,completed,0,2,2,2.27,318552,0.341937363
3933,tld-4668,Cooperative Alliance For Seacoast Transportation,US,https://files.mobilitydatabase.org/tld-4668/latest.zip,ok,184107,a2bec22aa5687f5d6b36b91388c35466fec6a324cdc8267440f232540ef343d2,completed,1,714,0.04,13540,completed,0,100,5,2.56,322636,0.683029384
3934,tld-4669,Altoona Metro Transit,US,https://files.mobilitydatabase.org/tld-4669/latest.zip,ok,434980,a78016108154638d6d5387a4c1421c7cdee0adcf3cbb8ed63a84800685082999,completed,1,513,0.12,20252,completed,0,5,2,3.19,336496,1.250467833
3935,tld-4671,Cambria County Transit Authority,US,https://files.mobilitydatabase.org/tld-4671/latest.zip,ok,780235,58e36a02310c036f662098b4a3715f6bf4979562af31bcd83839daf8a36519e6,completed,1,339,0.11,21004,completed,0,16,3,2.74,404436,1.012457611
3936,tld-4674,Crawford Area Transportation Authority,US,https://files.mobilitydatabase.org/tld-4674/latest.zip,ok,602617,765236a518f7f8de3d659cd31b73d99b93cc0505709df1bf0e7428b9d7289624,completed,1,17948,0.29,83180,completed,0,11200,7,4.77,527108,1.463396681
3937,tld-4682,Orangeville Transit,CA,https://files.mobilitydatabase.org/tld-4682/latest.zip,ok,61830,f54597ccac7944290c1b4ad450af70028496b857d5945fcaa90273498bfe0a40,completed,1,197,0.01,8872,completed,0,3,2,2.48,321716,0.531662502
3938,tld-4683,Orillia Transit,CA,https://files.mobilitydatabase.org/tld-4683/latest.zip,ok,317432,f143af0f0121b44766b3c63cc0379e2a260f07398b95ae1c8af5b76f500b92fa,completed,1,537,0.07,12796,completed,0,63,3,2.75,471000,0.981303803
3939,tld-4684,PC Connect Transit System,CA,https://files.mobilitydatabase.org/tld-4684/latest.zip,ok,6356,f364199c663ceb2514476aec4071474b70bcbb5d55df15ef0c1bc8570eeee42c,completed,1,115,0.0,7604,completed,0,8,4,1.9,265524,0.128987892
3940,tld-4685,Quinte Transit,CA,https://files.mobilitydatabase.org/tld-4685/latest.zip,ok,236049,26807dbeeb8f3ee3abb67fa51e59f9e0c1fef0059caf913391e25e43d2607fe1,completed,1,319,0.04,12100,completed,0,5,3,2.35,316872,0.595329618
3941,tld-4688,Schuylkill Transportation System,US,https://files.mobilitydatabase.org/tld-4688/latest.zip,ok,501125,51644332e0a2f37f82c3aa57ba13de9df8b3bd3017ea2912ed09965376520160,completed,1,1348,0.1,18552,completed,0,15,4,2.68,376148,0.891882482
3942,tld-4690,Regional Municipality of Wood Buffalo Transit,CA,https://files.mobilitydatabase.org/tld-4690/latest.zip,ok,221645,38151f72d92d49f19a18e28515d215a23edcd79c00eb4cd9922f52a56b3da022,completed,1,2248,0.04,17840,completed,0,2632,10,1.93,450740,0.477171853
3943,tld-4694,Goose Creek Transit,US,https://files.mobilitydatabase.org/tld-4694/latest.zip,ok,24646,ec1e3357739db2b153e2511f0d810f816ff46b6d12f882c1511d10b5fc6f7291,completed,1,135,0.0,8304,completed,0,72,7,2.25,321336,0.411275858
3944,tld-47,"Azienda Napoletana Mobilità, Trenitalia",IT,https://files.mobilitydatabase.org/tld-47/latest.zip,ok,8304155,1ad8e59d4445309d3d7e05ba90c645292b1e3fbcad384f5efabcd3a8a183d5e8,completed,1,24436,1.63,257468,completed,0,2167,5,7.57,1478384,5.494638858
3945,tld-4700,North Bay Transit,CA,https://files.mobilitydatabase.org/tld-4700/latest.zip,ok,544776,1cfe93ce49de42d8e603684c7405721f4ad7c1bc5cdd8cc0632124842e56488f,completed,1,2730,0.12,20396,completed,0,808,4,3.29,483464,1.407138388
3946,tld-4704,Midland Penetanguishene Transit Service,CA,https://files.mobilitydatabase.org/tld-4704/latest.zip,ok,19608,0ae2714340c546522e8553236ba6b4f37bd91286d591eaa80fcf929a60307e22,completed,1,59,0.0,7708,completed,0,7,3,2.14,318336,0.366893042
3947,tld-4708,Yellowknife Transit,CA,https://files.mobilitydatabase.org/tld-4708/latest.zip,ok,80581,21790380f0b25a6ee793822b020a7963245e920b4d00c62a9d4a2cd347436b98,completed,1,76,0.02,9432,completed,0,15,5,2.34,318892,0.579494243
3948,tld-4728,Lexpress,US,https://files.mobilitydatabase.org/tld-4728/latest.zip,ok,31145,289927914cfc0d404f3751aae8aab63da1b76304a10b840f4a8f5396f1e9ccc2,completed,1,167,0.01,8588,completed,0,24,4,2.18,318580,0.434118111
3949,tld-4732,Lindsay Transit,CA,https://files.mobilitydatabase.org/tld-4732/latest.zip,ok,61365,44ec41800f89c4236725c10df964ce0b9d93bd63227ff85e919779f7c56d5f63,completed,1,173,0.01,9388,completed,0,5,2,1.66,320632,0.322061296
3950,tld-4738,Sarnia Transit,CA,https://files.mobilitydatabase.org/tld-4738/latest.zip,ok,261349,cd99f4e3e470acc622342ee79808ee1814cbd0697d3ad6d20a42185921055496,completed,1,1034,0.06,14936,completed,0,320,3,3.01,387172,1.031514338
3951,tld-4740,Sault Ste. Marie Transit,CA,https://files.mobilitydatabase.org/tld-4740/latest.zip,ok,609093,9dbc6c183cd883ad05ca3ba5ed39d5eddb3a8ecadbb11cd8915b8b287ee148cc,completed,1,2109,0.09,22668,completed,0,1038,3,2.42,473856,1.031482038
3952,tld-4742,Simcoe County LINX,CA,https://files.mobilitydatabase.org/tld-4742/latest.zip,ok,170785,444febf2e8a70d621a65e759a30bdc0fc668091a9af41c1ba347d5b7b397b824,completed,1,66,0.03,9988,completed,0,7,2,2.64,336852,0.784521518
3953,tld-4744,Stratford Transit,CA,https://files.mobilitydatabase.org/tld-4744/latest.zip,ok,220522,5db5a9dd4ea96450f2d1bf8c4be5d93d4a7bb8f35e00f40d84bbbbb178e0f120,completed,1,135,0.04,11080,completed,0,20,5,2.89,370508,1.062235863
3954,tld-4746,Railway City Transit,CA,https://files.mobilitydatabase.org/tld-4746/latest.zip,ok,106778,c86b8d07852b619ab63947633b7e9f6fa0448712a7294af8ecdb4170e2cc03ef,completed,1,296,0.02,9800,completed,0,9,4,2.38,326476,0.623848383
3955,tld-4748,Temiskaming Transit,CA,https://files.mobilitydatabase.org/tld-4748/latest.zip,ok,32558,a7a58f88738f3103119fdd557604bf54780911e6ca12b9d8ab5dbd26477bedef,completed,1,136,0.01,8260,completed,0,3,2,2.3,325152,0.447353886
