corpus_index,feed_id,provider,country,url,download_status,zip_bytes,sha256,analyzer_state,analyzer_exit,analyzer_notices,analyzer_wall_s,analyzer_rss_kb,md_state,md_exit,md_notices,md_groups,md_wall_s,md_rss_kb,md_validation_s
552,jbda-yamagata-yamagatacity-YamagataCity,山形市,JP,https://files.mobilitydatabase.org/jbda-yamagata-yamagatacity-YamagataCity/latest.zip,ok,35284,aa85a222b50b3faa3133c2dab7d98afcabb2c6eb7eb5a9021ebbafaae776957a,completed,1,209,0.01,11540,completed,0,1944,7,3.47,352664,0.52744169
553,jbda-yamagatatetsudo-flowerliner,山形鉄道株式会社,JP,https://files.mobilitydatabase.org/jbda-yamagatatetsudo-flowerliner/latest.zip,ok,6616,245af967b8cee8d06e9e568c7ca15e70f17f0fbdd56f10d97a6f5adde2e1b6c1,completed,1,50,0.0,7740,completed,0,328,5,6.85,320632,0.427372369
554,jbda-yamakobus-YAMAKOBUS,山形交通,JP,https://files.mobilitydatabase.org/jbda-yamakobus-YAMAKOBUS/latest.zip,ok,1255241,eab323931776f53abe002212c3e5cacd32eb51b90325fc339d5c3373b7558f5b,completed,1,1148,1.06,326912,completed,0,30075,8,8.23,663216,2.093395965
555,jbda-yamanashi-hokutocity-hokuto-bus,北杜市,JP,https://files.mobilitydatabase.org/jbda-yamanashi-hokutocity-hokuto-bus/latest.zip,ok,35646,70412fde4330d66e0f65748ae1b83d8153296a89e1c0864870d227e6ebc12892,completed,1,118,0.01,10764,completed,0,37,3,6.05,325104,0.539954149
556,jbda-yamanashi-nanbutown-nanbucyoueibasu,南部町,JP,https://files.mobilitydatabase.org/jbda-yamanashi-nanbutown-nanbucyoueibasu/latest.zip,ok,18375,91eb3db841460386b69447d0230b1fcb2da005e94dd7351e369672a18a95fa09,completed,1,140,0.01,8760,completed,0,25,8,6.69,279936,0.516713568
557,jbda-yamanobetown-YamanobeTown,山辺町,JP,https://files.mobilitydatabase.org/jbda-yamanobetown-YamanobeTown/latest.zip,ok,4161,bd84b3acaabb6c77abc9bdf56a820d9eb48d99dc3daed85e3e45fd43275f8dcc,completed,1,36,0.0,7324,completed,0,75,5,2.63,257864,0.290876701
558,jbda-yamatokoriyamacity-kingyobus,大和郡山市,JP,https://files.mobilitydatabase.org/jbda-yamatokoriyamacity-kingyobus/latest.zip,ok,9655,484982d92ff46065f76ccd0658be9a39c476c70f093949ccd34a27f0768b1646,completed,1,67,0.0,7856,completed,0,644,4,6.31,258636,0.452701558
559,jbda-yamatotakadacity-communitybuskibougou,大和高田市,JP,https://files.mobilitydatabase.org/jbda-yamatotakadacity-communitybuskibougou/latest.zip,ok,10357,1b4b8cd68a1cc88dd7e8af402daea70a18a91ef33a3bff91b81c66cf0c34b357,completed,1,147,0.0,8120,completed,0,713,9,3.77,267744,0.246903837
560,jbda-yanagawacity-YanagawaCityCommunityBus,柳川市,JP,https://files.mobilitydatabase.org/jbda-yanagawacity-YanagawaCityCommunityBus/latest.zip,ok,202821,b2711f99f60400d051377d30a17409a4241a87d3a358f4b883852103e587a875,completed,1,151,0.03,11420,completed,0,15224,4,6.26,439336,0.850002691
561,jbda-yanaizutown-yanaizutown-bus,柳津町,JP,https://files.mobilitydatabase.org/jbda-yanaizutown-yanaizutown-bus/latest.zip,ok,6784,f87690844597df8437d0ce682e8227729e424ecec41d4035acff94d1c5514271,completed,1,70,0.0,7832,completed,0,392,5,5.76,323008,0.589609742
562,jbda-yanbaru-expressbus-yanbaru-express-bus,合同会社やんばる急行バス,JP,https://files.mobilitydatabase.org/jbda-yanbaru-expressbus-yanbaru-express-bus/latest.zip,ok,148883,823c13ddca5f2ec315c6af96e2972575613c1b2cad45bac8757cc9688303d49d,completed,1,179,0.03,12048,completed,0,35,2,6.47,323856,0.706863143
563,jbda-yaotsutown-communitybus,八百津町,JP,https://files.mobilitydatabase.org/jbda-yaotsutown-communitybus/latest.zip,ok,32155,701a72fb409658e8e41e82c27054fa70e96b20955ec8ac60d2239568a99a1bd0,completed,1,136,0.01,8352,completed,0,19,9,5.63,318896,0.513910208
564,jbda-yaotsutown-yaobus,八百津町,JP,https://files.mobilitydatabase.org/jbda-yaotsutown-yaobus/latest.zip,ok,35070,c42f509a542180123f144f9adb9a37a8a678d5ddf5a74badf7486a444b5c2132,completed,1,186,0.01,9296,completed,0,3360,5,6.34,324780,0.572538488
565,jbda-yasucity-onoriyasu,野洲市,JP,https://files.mobilitydatabase.org/jbda-yasucity-onoriyasu/latest.zip,ok,120856,bd3bb67d370ea70ecfcadf0f3c475ce0eeebe2cfaac67146c4d5baa041935578,completed,1,224,0.02,10652,completed,0,1975,7,5.89,324188,0.664967059
566,jbda-yasudatown-GTFS-Yasudatown_Bus,安田町,JP,https://files.mobilitydatabase.org/jbda-yasudatown-GTFS-Yasudatown_Bus/latest.zip,ok,19906,09057f37cc03ebbb30c9c654fdf2d7cbce767f00631e14dd6d154b6c717072ad,completed,1,60,0.0,8720,completed,0,367,4,5.06,332068,0.442856204
567,jbda-yokkaichicity-communitybus,四日市市,JP,https://files.mobilitydatabase.org/jbda-yokkaichicity-communitybus/latest.zip,ok,10847,1e9de1eb6225716c06cf7413bb5abb2ac076e1b496932a26aa661261d8dece1b,completed,1,68,0.01,9200,completed,0,355,5,3.78,329072,0.225245152
568,jbda-yokosukacity-hamachanbus,横須賀市,JP,https://files.mobilitydatabase.org/jbda-yokosukacity-hamachanbus/latest.zip,ok,14130,697e90b21415c25181cc58b3168c2751cce1eb6245f7800ccdadac3f8e6dee72,completed,1,78,0.0,8320,completed,0,348,5,6.88,330956,0.664734163
569,jbda-yomogitavillage-yomogita-communitybus,蓬田村,JP,https://files.mobilitydatabase.org/jbda-yomogitavillage-yomogita-communitybus/latest.zip,ok,82622,cc98f119879aa61ee1a31a601201a58f8eb17dfe7e7e2944662efe2de55059f4,completed,1,58,0.01,8956,completed,0,314,5,5.68,323008,0.550165517
570,jbda-yonezawacity-Yonezawa,米沢市,JP,https://files.mobilitydatabase.org/jbda-yonezawacity-Yonezawa/latest.zip,ok,33282,6e584b975cbda776fa7270da3d5b0cf7e6cfc7111f4cf7c1cca177ba5134837e,completed,1,205,0.01,10788,completed,0,3127,5,5.78,329140,0.538695544
571,jbda-yoshinogawacity-yoshinogawacitybus,吉野川市,JP,https://files.mobilitydatabase.org/jbda-yoshinogawacity-yoshinogawacitybus/latest.zip,ok,20125,dafeb1152c594dbe44cd7277b633178db8ab699eabae42fca2960e8f7643eaa3,completed,1,54,0.0,8612,completed,0,231,5,8.87,345108,0.527039585
572,jbda-yotsukaidocity-yoppii,四街道市,JP,https://files.mobilitydatabase.org/jbda-yotsukaidocity-yoppii/latest.zip,ok,35487,0a25dea3749ad56a8a2b6c02d544dc679c506b116777d6929bad96b9fce8844a,completed,1,116,0.01,10080,completed,0,1456,7,2.88,330756,0.490191418
573,jbda-yukicity-junkaibus,結城市,JP,https://files.mobilitydatabase.org/jbda-yukicity-junkaibus/latest.zip,ok,18203,e6e1d1f5c8b921b6faf8545134f485d0452d66c5726d2cb6ca85902cf5eb49d9,completed,1,111,0.01,8460,completed,0,15,4,10.33,318464,0.615422726
574,mdb-1,Casco Bay Lines,US,https://files.mobilitydatabase.org/mdb-1/latest.zip,ok,62338,bddc517ac4fd92db563c8f766008ab58d9882fb4944d9bb8bfc4b5d1c4f2d4e9,completed,1,1380,0.04,14264,completed,0,1462,7,6.71,333576,0.743185134
575,mdb-10,TheBus,US,https://files.mobilitydatabase.org/mdb-10/latest.zip,ok,14123643,6497e85e34390b8b377130881f2f10ec29c18a80dd6005d504a2038cdd00aa71,completed,1,99064,3.98,647232,completed,0,1562570,17,23.74,2427904,13.188159728
576,mdb-100,Anaheim Resort Transportation (ART),US,https://files.mobilitydatabase.org/mdb-100/latest.zip,ok,1735,bdb366055e00699616072a6040fc0289290227a82a7103dcfb889d19cda15c66,completed,1,23,0.0,7208,completed,0,4,2,4.99,336552,0.285767303
577,mdb-1000,Komunikacja Miejska Przemyśl,PL,https://files.mobilitydatabase.org/mdb-1000/latest.zip,ok,224648,f6cb99c94abf7b1546c90e54311faae1caae59a877c8d6e4b32eb3fc6ea41623,completed,1,3486,0.07,20752,completed,0,2000,8,6.07,330008,0.889077408
578,mdb-1002,Komunikacja Miejska - Krosno,PL,https://files.mobilitydatabase.org/mdb-1002/latest.zip,ok,83804,a4d95f213af25eb1720436a17661a787120cae89c24dad8cfb4c0bce735ebff6,completed,1,4157,0.04,22328,completed,0,1302,7,6.03,259824,0.487669032
579,mdb-1003,TRAM Barcelona (Tranvía Metropolitano Barcelona),ES,https://files.mobilitydatabase.org/mdb-1003/latest.zip,ok,689478,30faa5f9e02052a738296b853f1651b8d2cfe1bb75365e0b4bce8e91e7f54e27,completed,1,1698,0.17,23844,completed,0,78,4,7.8,355344,1.71479737
580,mdb-1004,TRAM Barcelona Besós (Tranvía Metropolitano Barcelona),ES,https://files.mobilitydatabase.org/mdb-1004/latest.zip,ok,168209,b34554b8a445b68c07132559515aa9673afd42ce90a1da6d4cc6c19769ac1fd1,completed,1,30,0.04,14100,completed,0,5,3,3.77,342436,0.591074368
581,mdb-1008,Warszawski Transport Publiczny (ZTM Warszawa),PL,https://files.mobilitydatabase.org/mdb-1008/latest.zip,not_zip,272,1d20d276228932bb28422b176868e476dfef7e8faee5e6aded2ffcb722e003dd,not_run,,,,,not_run,,,,,,
582,mdb-1009,ZDMiKP w Bydgoszczy,PL,https://files.mobilitydatabase.org/mdb-1009/latest.zip,ok,2379160,a15f482afa51afd8ec59e1ba3dea0b6a811238876b259f36a0e0d91e19d33eca,completed,1,1468,0.39,83956,completed,0,5,4,4.56,555184,2.463819594
583,mdb-101,Foothill Transit,US,https://files.mobilitydatabase.org/mdb-101/latest.zip,ok,5458406,4f899ea424808dc99787f908dbf2b2f0a1c4d6d19c8e57c7ace55859c3bd43cb,completed,1,1177,0.96,134976,completed,0,576,6,8.81,814512,4.428953174
584,mdb-1010,Gmina Zaklad Komunalny (GZK Bystry),PL,https://files.mobilitydatabase.org/mdb-1010/latest.zip,ok,15878,fb3d2c55a783f1dbf449bb376fe90bda1acbacaab22ef3c9ad53b60961929c7c,completed,1,228,0.0,8716,completed,0,3,2,2.89,313596,0.359082506
585,mdb-1011,Koleje Mazowieckie (KM),PL,https://files.mobilitydatabase.org/mdb-1011/latest.zip,ok,2342791,80e179b15d0b13565d9d631f4d5d6a2e74c877bcc07dcfb0b2a86b303ce5962c,completed,1,4801,0.55,62108,completed,0,11,5,8.71,608404,2.733018392
586,mdb-1012,Miejskie Przedsiębiorstwo Komunikacyjne w Lomzy (MPK ZB w Łomży),PL,https://files.mobilitydatabase.org/mdb-1012/latest.zip,ok,96551,0a89b5291704e62a053d2195e30611a283057a6f059437cff08830775a88b666,completed,1,502,0.02,11000,completed,0,3,2,6.77,336624,0.674557624
587,mdb-1013,Zarząd Transportu Miejskiego Lublin (ZTM Lublin),PL,https://files.mobilitydatabase.org/mdb-1013/latest.zip,ok,7130119,b71d2102183bb2ccf9b11859ef1d0d63be5573f34a20c40d33721bb8cd8976be,completed,1,3069,1.0,169540,completed,0,14,5,8.7,964080,3.639538529
588,mdb-1014,"Zarząd Transportu Miejskiego Gdańsk (ZTM Gdańsk), Zarząd Transportu Miejskiego Gdynia (ZKM Gdynia)",PL,https://files.mobilitydatabase.org/mdb-1014/latest.zip,not_zip,272,1d20d276228932bb28422b176868e476dfef7e8faee5e6aded2ffcb722e003dd,not_run,,,,,not_run,,,,,,
589,mdb-1015,MZDiK Radom,PL,https://files.mobilitydatabase.org/mdb-1015/latest.zip,not_zip,272,1d20d276228932bb28422b176868e476dfef7e8faee5e6aded2ffcb722e003dd,not_run,,,,,not_run,,,,,,
590,mdb-1016,UABS-Banlieue Sahel,TN,https://files.mobilitydatabase.org/mdb-1016/latest.zip,ok,24391145,39630152e4cf979c89343e7ea5849b0c66d9ef7568400c4e52ab6d926462797c,completed,1,484,1.65,231620,completed,0,430,13,10.66,2700808,6.460914326
591,mdb-1017,Metro de Málaga,ES,https://files.mobilitydatabase.org/mdb-1017/latest.zip,ok,469418,1e081fb3bf3bbd025698abfa3bba4c0ff3041603c0191c7624396045bb0f9f87,completed,1,4992,0.14,32664,completed,0,12,4,3.62,335068,1.296878062
592,mdb-1018,Monkey Forest Ubud Shuttle,ID,https://files.mobilitydatabase.org/mdb-1018/latest.zip,ok,6929,82b191b322c7d5fa36fdbc3832e82449fce8d2a6f62b5692c0868b06e913a11e,completed,1,40,0.0,7760,completed,0,632,6,5.49,321224,0.425306876
593,mdb-1019,Donan Bus,JP,https://files.mobilitydatabase.org/mdb-1019/latest.zip,ok,585290,1476611fa16d37e4733799a2cf44172d041419f2788b5e9616119f8ec6ed76c3,completed,1,1298,0.22,95480,completed,0,8,4,5.81,263900,0.147783445
594,mdb-102,Norwalk Transit System (NTS),US,https://files.mobilitydatabase.org/mdb-102/latest.zip,ok,300475,d804df921ff8632e4bb421ef5eb4c47fecaa767c79a0cf0a105e2ea2afd8e9cf,completed,1,712,0.06,14572,completed,0,168,13,5.35,327468,0.904307729
595,mdb-1021,Instituto Regulador del Transporte del Municipio de Managua,NI,https://files.mobilitydatabase.org/mdb-1021/latest.zip,ok,9876583,72b87bf81724b0ccac805acd40532afd70b3a4f5a3ee3758dd7b8efff64427b4,completed,1,3970,1.44,186372,completed,0,997510,8,12.0,2759616,6.882475086
596,mdb-1022,Nicaragua,NI,https://files.mobilitydatabase.org/mdb-1022/latest.zip,ok,162174,5d32583992d105117c7e44b479044f74f7ed415227775b85e52e5bc8c1bd8490,completed,1,223,0.03,11236,completed,0,6461,9,6.59,330144,0.825657954
597,mdb-1023,MapaNica Estelí,NI,https://files.mobilitydatabase.org/mdb-1023/latest.zip,ok,198968,ee3578eafdbfc4c9a6796b39de79ce06d84652f55c94603014ef35602e31ad51,completed,1,87,0.05,12404,completed,0,23365,7,4.88,520964,0.722201455
598,mdb-1024,Tisséo,FR,https://files.mobilitydatabase.org/mdb-1024/latest.zip,ok,12219454,3c31ca46b6582251b50eaecc85eb8073418dd11ab0f3a5bdd5303ca6b899c2c8,completed,1,70109,2.6,353808,completed,0,38747,7,11.5,1869980,7.818909692
599,mdb-1025,Naolib,FR,https://files.mobilitydatabase.org/mdb-1025/latest.zip,ok,18319424,04150ea0a8fd28334fc395028d4048b7beb3cb4ce649e065a66b7cf1f3d4f71b,completed,1,4682,3.95,425200,completed,0,5837,7,13.04,3135168,9.249955795
600,mdb-1026,Île-de-France Mobilités (IDFM),FR,https://files.mobilitydatabase.org/mdb-1026/latest.zip,ok,126467623,66bc263f165bc65f8e2cae85203af6f5201ac8b829b68847e5a278d439307666,completed,1,116071,25.49,2603748,completed,0,17839,14,59.63,8130888,53.195662317
601,mdb-1027,Republic of Serbia,RS,https://files.mobilitydatabase.org/mdb-1027/latest.zip,ok,17576567,b3acb17c56380de8d9b0d7fa1ef8e19146339cae5959951264c2db2969afea9b,completed,1,4506,4.0,329972,completed,0,176,4,15.47,2566408,10.173140016
602,mdb-1028,Câmara Municipal de Águeda,PT,https://files.mobilitydatabase.org/mdb-1028/latest.zip,ok,457451,d7a70beaf284b902c1892cd5e6804ecf59e88086f428108407821235132f42b4,completed,1,290,0.01,8968,completed,0,8,4,5.62,265084,0.147069929
603,mdb-1029,Auckland Transport,NZ,https://files.mobilitydatabase.org/mdb-1029/latest.zip,ok,27112718,bf6a87d2a47aa446edd435b8833004b9dbf6dd2aa3c95cb0c923b50528b61539,completed,1,6173,3.77,450392,completed,0,13116,13,15.64,1963140,9.203149545
604,mdb-103,El Monte Transit,US,https://files.mobilitydatabase.org/mdb-103/latest.zip,ok,88345,7b5bc958bf995eaa245484898ff7ad0d98f488b0d8caba177ce23df148e46389,completed,1,371,0.03,10544,completed,0,48,6,5.71,320592,0.694305183
605,mdb-1031,Trentino Trasporti Esercizio (TTE),IT,https://files.mobilitydatabase.org/mdb-1031/latest.zip,ok,1070987,66cdb467964ea6e9bc00b6981830345744fdf9185b7b69d257539b6928a2cfdf,completed,1,1585,0.21,49000,completed,0,112,9,3.67,453108,1.596105211
606,mdb-1032,Carris,PT,https://files.mobilitydatabase.org/mdb-1032/latest.zip,ok,39260471,69faa843bcb107571a062f9d257667723abe090863b996d58808b20e7e8fdde3,completed,1,94509,7.21,1051720,completed,0,2613374,10,23.48,4505040,15.398139283
607,mdb-1033,Transportes Sul do Tejo (TST),PT,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/transportes-sul-do-tejo/999/20220701/gtfs.zip,ok,623361,7e100e5e0acbf953366d5cebb8bb432cbc2ced824994edd67b0d5913e4d88475,completed,1,8446,0.25,50944,completed,0,3488,9,7.53,511864,2.184314959
608,mdb-1034,Fertagus,PT,https://files.mobilitydatabase.org/mdb-1034/latest.zip,ok,22325,8adb12113989d8e3b9b9e1c46c5b31f223c69df81b0aed7f6d73abfb9ce2fd86,completed,1,359,0.09,16592,completed,0,304,4,6.57,350612,0.988164392
609,mdb-1035,Soflusa,PT,https://files.mobilitydatabase.org/mdb-1035/latest.zip,ok,29346,2124fb390d52a5f168124144d10c93c3d61017980698475a622d8dfa8e105c81,completed,1,659,0.09,19364,completed,0,1814,5,6.21,339572,1.005713821
610,mdb-1036,Metro de Lisboa (Metro),PT,https://files.mobilitydatabase.org/mdb-1036/latest.zip,ok,17229,7c388e855a111367b644a190f6b442dd4f0dd30ea7c41e4018b5977887637201,completed,1,307,0.15,11612,completed,0,155,6,3.69,343332,0.46214529
611,mdb-1037,Comboios de Portugal (CP),PT,https://files.mobilitydatabase.org/mdb-1037/latest.zip,ok,1499,d664f460eedb003a1b0f1076b5a4290b475d36bae9eed68446a5a58ba966f594,completed,1,16,0.0,6888,completed,0,3,2,6.45,317240,0.245317618
612,mdb-1038,Transtejo,PT,https://files.mobilitydatabase.org/mdb-1038/latest.zip,ok,18699,8e9caff2a7f9256e0669956c89680068a91048b2969a0f2c120b14ecd64acd8e,completed,1,1006,0.25,29704,completed,0,1816,8,7.32,621068,1.800651141
613,mdb-1039,TRAM Alicante,ES,https://files.mobilitydatabase.org/mdb-1039/latest.zip,ok,359607,47e3eb242f7a92d89c6571896c12e1f362e0161c2fa93ca4177e5621e8ffb75d,completed,1,565,0.1,20064,completed,0,170,9,6.02,427572,1.130078878
614,mdb-104,Corona Cruiser,US,https://files.mobilitydatabase.org/mdb-104/latest.zip,ok,128895,a36a65deb3c171a83b069951756ea5d9022630157517ece2ad0dbf20656fa7f6,completed,1,210,0.02,10072,completed,0,56,4,3.39,316980,0.348767394
615,mdb-1040,Kautra,LT,https://files.mobilitydatabase.org/mdb-1040/latest.zip,ok,140536,e106ea1e91f2c5ae9356ca768acdb8be95fb180bf4db22895e7df3295cabb57e,completed,1,578,0.04,12848,completed,0,434,5,6.65,326664,0.892091317
616,mdb-1041,Kauno viešasis transportas (KVT),LT,https://files.mobilitydatabase.org/mdb-1041/latest.zip,ok,1817381,ced93c2577c6376e190477ab334947e8ea79696cac55df5d3ff967ec7e294aef,completed,1,1243,0.44,62736,completed,0,332,6,7.79,552712,2.63274671
617,mdb-1042,Klaipėda Transport,LT,https://files.mobilitydatabase.org/mdb-1042/latest.zip,ok,1230797,5ea7db2b8152d4ab3fc47fc7ae95d447e8401de74bf43a5ab2d22412a87a1664,completed,1,1051,0.32,51212,completed,0,16,5,6.83,596216,2.229945475
618,mdb-1043,Panevezio Autobusu Parkas,LT,https://files.mobilitydatabase.org/mdb-1043/latest.zip,ok,338261,f6e532450f3c9a64e042ee04ba3e2ab9b82c040c52761e4607787ec1c9d9f939,completed,1,360,0.11,18520,completed,0,254,5,5.77,335872,1.074181748
619,mdb-1044,Vilnius Transport,LT,https://files.mobilitydatabase.org/mdb-1044/latest.zip,ok,3588593,5b054bb384e8bc700495bf3f4aa051f53917163933c18a50a57f008b2b9f8398,completed,1,7728,0.98,131096,completed,0,5605,7,10.63,868688,4.149522599
620,mdb-1047,Delcomar,IT,https://files.mobilitydatabase.org/mdb-1047/latest.zip,ok,11013,87767a773c423c32f2a0fbccdf08298345ab54f99915ee19c20280a883ce6a65,completed,1,468,0.0,9108,completed,0,458,6,3.77,322488,0.272114702
621,mdb-1049,ASARA GIUSEPPE EREDI AUTOSERVIZI S.R.L.,IT,https://files.mobilitydatabase.org/mdb-1049/latest.zip,ok,7315324,e585256bc6b106528101890783507e2aa51467cd154fb8c1685cf396c3159feb,completed,1,2381,0.88,117732,completed,0,1547,10,8.71,843660,2.880787175
622,mdb-105,Duarte Transit,US,https://files.mobilitydatabase.org/mdb-105/latest.zip,ok,44853,449737ce8550beb2d44ef945e4acdefb3801814225020240f246cf62f5dd7a31,completed,1,228,0.01,8792,completed,0,85,9,6.6,330280,0.597911418
623,mdb-1050,Collegamenti marittimi Sardinia Ferries,FR,https://files.mobilitydatabase.org/mdb-1050/latest.zip,ok,38200,1f6dc03f273de5a2de3e075d2b6c517354de08f4f11a0b0e5541af173b20d9f4,completed,1,3138,0.02,16732,completed,0,2255,8,4.98,327616,0.507248535
624,mdb-1052,TRENITALIA,IT,https://files.mobilitydatabase.org/mdb-1052/latest.zip,ok,248583,455e232cbf62d7ffb8987a6d422114e624a570668ba7a402b3798603827a47bc,completed,1,2469,0.06,19156,completed,0,111,2,6.8,343836,1.075473219
625,mdb-1053,Loudoun County Transit,US,https://files.mobilitydatabase.org/mdb-1053/latest.zip,ok,3518100,834fda40be5f09cf0559c7863ab8c94afe1dc09e3141d5c5c4ce75b22274c7e5,completed,1,2286,0.34,70364,completed,0,1443,3,3.3,576712,1.443330755
626,mdb-1054,MetroValencia,ES,https://files.mobilitydatabase.org/mdb-1054/latest.zip,ok,1908992,2fa504cfa1c6c669a7a0d0cf8d9aa6a762ffc577e4541c03937def92394e8062,completed,1,746,0.41,88920,completed,0,280,8,9.42,648920,2.932901293
627,mdb-1055,Mobilités M - Tag,FR,https://files.mobilitydatabase.org/mdb-1055/latest.zip,ok,5248286,3066ae94ee0d937bd02d574deeab48486995ae1fbf0f15c14ae7e39d81546d6a,completed,1,1448,1.02,154240,completed,0,1408,11,9.93,902600,4.497428887
628,mdb-1056,Ciotabus,FR,https://files.mobilitydatabase.org/mdb-1056/latest.zip,ok,81309,f224bb0675aaf11943440589cfdfde32e1d00b963b0aa2b59516d31bdc3a91c6,completed,1,281,0.02,11172,completed,0,73,9,5.79,326328,0.731354511
629,mdb-1057,"Municipality of Fukuoka, (福岡市営渡船)",JP,https://files.mobilitydatabase.org/mdb-1057/latest.zip,not_zip,253,c96cb84e78f9a300d26634a84093593fecab4a43709a2d13537c8e9a75cf893d,not_run,,,,,not_run,,,,,,
630,mdb-1058,Ferrotramviaria,IT,https://files.mobilitydatabase.org/mdb-1058/latest.zip,ok,94904,f7ba485326ca09fc57ae42c4bbd0671fa2a11c46944bf90aefa27a275ae6fda5,completed,1,1803,0.04,14732,completed,0,1148,6,7.13,332356,0.677333479
631,mdb-1059,Autolinee Varesine,IT,https://files.mobilitydatabase.org/mdb-1059/latest.zip,ok,1871652,1fb16e789db51011aade533a87c41c06edf13a6d3422e2bd63bd70176f0e83ad,completed,1,522,0.45,56808,completed,0,5,3,7.51,570852,2.184443567
632,mdb-106,Beaumont Transit,US,https://files.mobilitydatabase.org/mdb-106/latest.zip,ok,217856,1c5aaa0f6c82ce6c1870e87b4370e4e82df135cabb519bc9f4f9015061f56caf,completed,1,171,0.03,10844,completed,0,74,5,5.88,325612,0.817388819
633,mdb-1060,Shreveport and Bossier City,US,https://files.mobilitydatabase.org/mdb-1060/latest.zip,ok,487028,508d50d65f48cde80d76ec840be3831e28d77530d396ddc007df43050bb2111e,completed,1,376,0.14,21832,completed,0,699,15,6.88,333492,1.570680516
634,mdb-1062,Automobilistico,IT,https://files.mobilitydatabase.org/mdb-1062/latest.zip,ok,13959908,2a2318a4a9dab8a61265655e978df12f3cf3a4112c53d4cf2fe92e7b83dc6067,completed,1,19081,2.62,336432,completed,0,924725,10,9.87,2610264,5.897514688
635,mdb-1063,Azienda del Consorzio Trasporti Veneziano (ACTV) Navigazione,IT,https://files.mobilitydatabase.org/mdb-1063/latest.zip,ok,2144422,595f9898c553bc72bc72b91b85f7ff1748c506bda13a4c305aa909e9cce60545,completed,1,2067,0.48,80492,completed,0,169762,9,11.82,1442680,2.980843814
636,mdb-1064,Renfe Feve,ES,https://files.mobilitydatabase.org/mdb-1064/latest.zip,ok,237025,3366f1e3e46cfffaea6a0e5501bfc951e1e980b62379a280ad10af5da79be583,completed,1,315,0.06,14020,completed,0,187,6,6.19,472696,1.094536247
637,mdb-1065,Renfe Cercanias,ES,https://files.mobilitydatabase.org/mdb-1065/latest.zip,ok,13498575,e630225b5acfe8c14b58c6197e00b439716ec929ea8538f1fcd22a4d64f342d4,completed,1,233418,5.09,715468,completed,0,2474,10,9.68,1819792,6.888206234
638,mdb-1066,Società Gestione Multipla (SGM),IT,https://files.mobilitydatabase.org/mdb-1066/latest.zip,ok,237996,f743fb01423624eda71ddcd9f3a74a6fd5bdf7b8b250cb8fc6669ecd4884a3a7,completed,1,612,0.07,16524,completed,0,56,3,6.08,329172,0.814038899
639,mdb-1067,Roseville Transit,US,https://files.mobilitydatabase.org/mdb-1067/latest.zip,ok,343882,263426d9ba230a3009cdc2d5a665d2e4a1aa9598d7888974fbf5ab14d5b2bca1,completed,1,1974,0.08,18568,completed,0,291,5,6.63,334376,0.975021885
640,mdb-1068,Toremar Toscana Regionale Marittima,IT,https://files.mobilitydatabase.org/mdb-1068/latest.zip,ok,209544,37b731d316208ac032643518d95d17568026ac4d9818ef85ee44b6c771aa4309,completed,1,12913,0.18,71772,completed,0,27759,4,3.76,523344,1.113248256
641,mdb-1069,Transilien SNCF,FR,https://files.mobilitydatabase.org/mdb-1069/latest.zip,ok,3410520,441a7e7802208379d9368cf5f3cf132be2543363daea7ad72977e93e4055f511,completed,1,21922,0.43,141524,completed,0,1973,10,3.57,826244,1.987016332
642,mdb-107,Mountain Transit,US,https://files.mobilitydatabase.org/mdb-107/latest.zip,ok,551090,a6205f72f612da62923ca4cdeec6fad7a2c204605370a66d419f65a5572d9d75,completed,1,370,0.06,14452,completed,0,116,5,3.06,345128,0.912406949
643,mdb-1070,Miskolc Városi Közlekedési (MVK),HU,https://files.mobilitydatabase.org/mdb-1070/latest.zip,ok,1347392,df075595d2c3a3e914cf5ada72342205e3257027c7682750c94c4ec63371101e,completed,1,594,0.21,37304,completed,0,20,5,3.51,465008,1.645244876
644,mdb-1071,BayBus,NZ,https://files.mobilitydatabase.org/mdb-1071/latest.zip,ok,3152334,642eb5a0bd806cc5b473435391fbb7984e50b6069f55fb8fc3ac0fed493f45c1,completed,1,12943,0.69,101948,completed,0,495,10,5.64,694760,3.338090898
645,mdb-1072,Wielicka Komunikacja Wewnątrzgminna,PL,https://files.mobilitydatabase.org/mdb-1072/latest.zip,ok,37116,e6e7b243a0e54e5c8dc010fed1f8411b228923150430a5e7dd6c9f4888b8a37d,completed,1,61,0.01,8488,completed,0,2109,5,2.41,326508,0.464895566
646,mdb-1074,"Total passenger (common total), NT_南投客運(公總) (Nantou Passenger Transport (Public Service)), NT_全航客運(公總) (All-air passenger (common total))",TW,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/taiwan/958/20210316/gtfs.zip,ok,442532,fd3dab67989b68e308d7f5da3f9c6a8f8d2b56e9bcc54bbc4eadadcc36beda1f,completed,1,5940,0.15,84308,completed,0,9940,11,2.84,563096,0.669114267
